pH,Conductividad uS/cm,Solidos Disueltos Totales SDT mg/l ppm,DQO mg/l,DBO5 mg/l,Turbidez NTU
6.730361621338045,24.084132048930826,11.87349535656185,23.203947534354626,11.824122060973806,67.89400784702222
6.9159046082342295,16.181973132051716,17.35431606118867,15.598677938918858,19.88840609405163,58.94832461949961
7.1401749605425895,20.661536176593785,15.304047353634509,29.09730561326388,11.151175200332887,58.68300932977965
7.962939903482534,28.23009596779774,14.87979286758167,24.75793833391537,20.990577646474712,32.80852118564792
6.499184455395899,43.08456110505474,29.460211095048912,21.087081050228015,18.83061002746754,29.03736516363656
7.285586096034029,44.70776216374105,17.861954493335208,22.234414924687044,27.754083655165996,19.138495035149436
7.481036422155106,12.264180960185247,27.840931103542268,18.3920012485558,17.018300251041573,3.946284765564898
6.116126031799994,31.408397497947497,22.622772519945258,14.954619790023148,12.341340328552118,60.53056633785373
7.518862129753596,27.861618119653603,25.896226070832967,17.119453573025233,12.859833641056717,56.90307063910543
6.426310309218229,20.440096797887747,20.052741862103844,25.15692220928738,25.230212634349446,69.98023713002914
6.162628982463199,16.554883958679945,21.53807769252718,10.287869772595117,22.364361266325222,69.76457859517338
8.372213843133334,24.829376513337863,19.850353876377277,12.321452810138325,12.022453522455805,38.88021939218392
8.414080082686398,47.83056874867573,13.90485975596089,10.920052840435055,11.682136122299948,53.82911906263573
8.020993370291153,24.2817114167887,24.44904230523011,10.814576046379402,24.0193826291824,66.13360109176996
6.761534422933426,31.71404362624791,15.615447248817116,27.109211680220145,11.455260127283871,59.4753173474188
6.244180285015959,38.714720438016755,10.486319328629076,24.073157187600472,26.437201185807126,17.314367122023835
7.710582566280392,25.81792489041317,22.909445918143355,19.483476581746505,24.124844543129925,31.538089471706545
7.100381234349003,48.92771914339651,13.542213588140978,11.95668321302003,11.626975612837995,9.041159060604649
6.305095587111947,48.57299720780023,28.809171687058285,19.832317502336647,11.69675428170384,66.78357190811056
7.237942275278176,21.567727241363837,29.078571540051747,19.469435415611315,29.732791570023508,42.432224411561606
6.085971302788046,30.895443223910647,28.29728780440897,13.464037398200304,17.485415915122406,16.00499638524239
8.273301005196956,23.43337577303725,17.403174005108887,18.67703298475946,17.412842941337818,47.01904790840997
6.646949954000043,22.823938786343767,10.309132330577349,17.97009468794747,26.25599134515005,43.26897683205271
7.656305710884955,13.401703999472247,28.566371251754507,22.31700196104433,28.944971547677174,25.071390262298834
6.779277690223528,35.16344469123608,18.563682966346285,22.701873017352874,29.720021276457416,7.949031453974031
7.300170052944527,31.101802882696738,29.333096380873393,10.90608019544089,25.067563705178834,47.01012369149597
7.366775698358199,13.956192547499596,29.272399541785056,17.492252292529425,17.525191710618316,36.421539063265534
6.462136138813817,22.588565640991234,27.060189109347203,22.517198314284727,11.670014333973375,54.06228742149475
8.423961569411397,46.514103666732844,15.888977841391714,20.062725171601755,25.542938318548735,36.41144507783954
7.937832058402787,21.103351845344953,17.701954572038506,27.129796823766444,21.1680849947161,59.65270502229781
8.348747353910472,17.506005139466478,27.022733430337137,23.173872632378902,18.484440184939526,38.633478714213986
8.237068376069121,30.599204890547394,16.338440103125553,13.258688541628594,28.12708770189472,39.265658007477036
7.494749947027713,49.45471725620283,13.38985493372185,11.411374948008596,12.223949646123026,61.36575218608415
8.304685587557792,21.198100317437017,21.136025249167005,22.84838556412631,19.852502085817182,28.243800634867792
6.221231255129799,37.541150801423385,28.72309548321562,10.530226210832437,10.227072895348382,9.381065991544851
6.489957156047863,40.94154538249127,23.92059593349946,21.715511625469265,19.373212839882527,2.014787341933728
6.113068222276345,21.030226671711187,21.4012234017873,28.80460482849915,11.126065513636746,52.85960789715333
6.8133258269081605,39.67222124725066,11.94352987541537,21.50948355751758,12.376358325361439,43.42166859474253
6.971693224223705,25.97575904333162,22.300144533983396,17.763398524130437,12.350524935542097,49.28558376694565
6.67837257943474,36.02762156255602,29.801077002085265,22.865764368847064,22.984206042321272,14.90749130562375
8.071843772879824,36.074129008914,12.80168030473048,19.165057809830333,24.920897585308467,9.546003291073884
6.891883316733973,32.35943799484082,20.366593047274733,20.9123357863187,21.667375301943192,1.018126596751735
6.702336274218452,15.431011262067516,27.547461438559107,28.8292961755305,29.243450969490837,24.54112911646179
7.356740207895621,43.74149483239104,24.815372355084087,17.722052756015486,17.49741159047408,41.29423807982432
6.352310562436907,24.18964246892596,23.94031481990536,29.223811276478283,15.714241725637216,27.457083156981263
8.0054924518851,19.08770339519446,24.049681679742186,28.107012839121275,27.371982563789206,30.623244541661034
6.186376609199427,13.549455379081028,17.189823024395103,13.915822695785929,14.471916770389052,63.29110861456239
8.467217341501293,34.45393184115319,15.871836885289866,11.387226017503309,29.264450788812226,24.377882691631026
7.930611923241644,37.74744575000673,26.187223109570272,12.015560027548533,10.243089493796326,35.979264241186755
6.496789203835431,12.630337499258534,26.202267893583617,10.364436513030995,29.39757653415278,54.855710891880015
6.013805292809006,31.459536215372676,27.341446371602075,11.888859215118568,10.863198239011522,27.757994762488913
8.038653571137086,20.606839457521644,28.264811051129428,23.660135468327137,27.822862273961423,43.54606901595115
7.767143359619043,36.516566035559094,20.226847977218757,11.42377296920458,20.554022181725998,60.36545961227216
7.822517920102468,18.625924302189674,20.030325893743992,16.379512605875227,29.859295922386007,66.46644365603495
7.928175866714865,38.25563404789371,25.965903579335503,26.89750621938909,11.475931294707976,10.295143665032656
6.185111629335226,26.695943159420423,22.999278615555305,10.465438714716518,21.077085688026415,64.86113376130461
6.896164321360682,47.595739571995914,24.03933754515407,26.289369651778717,29.38605071238198,34.44814051556767
6.289672648812824,17.225795877547743,25.91585338872202,15.637095495468,20.461956883402976,18.077107180927083
8.157758564688983,24.960521339909825,27.800106836351326,12.363296552433125,22.58797276270525,32.13950293667829
7.558245317068895,16.311993807142386,16.759903137030715,23.934743307283014,23.914973779692343,68.6022802699834
6.827245062131623,47.138357494585385,17.51165905279888,22.578856935597678,19.090821295355465,34.48326657950087
6.158895875715059,45.33889542847728,11.87963879681738,27.54944027054106,22.55116160168127,23.012612720125574
6.777455804289156,21.801781853175914,21.56560281992348,24.701420876077716,21.686286238462003,44.338059802170804
6.812958305066868,37.0793937492988,10.718845475934842,26.06961860769697,28.02316020981978,16.810193314473516
7.82401544584516,43.054443607646206,19.311960362649202,15.640691451426129,10.908927606829158,5.3104329676064745
7.593893678388033,33.09763084077957,20.85289269415153,13.548790875594456,15.619263791844606,9.021580533745446
8.218031856440817,32.12672197752825,15.730825042565687,25.012295032817168,29.008229681531176,8.963208727044071
7.180537312904873,21.19038705421716,21.816665211380215,26.13669478534528,27.805275677818326,10.633188545860605
6.298985614845754,15.53790517662417,10.610004998780989,29.810102840013467,19.11313505571426,9.717902085458709
7.783111968057487,46.094198802226416,10.746963774984287,18.25235353822853,22.402651956030734,44.86123213622502
7.901962621542244,46.21588617220656,26.452011213193167,17.440361715855666,15.547623659622653,12.731605907940137
7.40319299392374,36.05785537638418,17.20381282822526,25.528259214839935,13.762423194475225,24.196709832670425
7.927417949886403,24.883132059850624,12.541210253037695,16.816070805060356,19.273968098799642,62.77518869342083
7.234488990910977,25.269963835281114,20.444865201096086,28.615146512071295,17.067044560521055,33.177314818401065
7.306832073454985,39.5863157970691,25.399871061972217,27.168255036860238,21.67312223701744,46.7290416964719
7.068852545896374,46.09018987819793,14.316420549936863,18.579880547500366,11.554692739299696,12.062390984114089
6.063547816860238,45.70928412207446,22.457809516380003,25.017421355829946,29.48789615332333,13.460231316606954
6.269728567483261,41.63527074258971,11.70694929987536,25.090857481693646,29.72421488959206,2.8608031386535204
6.422337657680411,19.29095833931223,22.591153937834733,12.824470867462988,13.972632277237382,18.770026072834458
6.6964758475798964,24.28811936038979,11.086640696458076,21.417548336789523,25.667744399916767,22.09679368148462
6.442526210691867,20.612943284625544,24.972904682524,13.705407107666474,28.185053888739848,8.767586176734557
6.221756334392639,25.48985962161362,16.351735905222334,15.572861262300728,17.404643713691534,45.88569802922788
6.301589677751502,14.638106024351547,10.002693860089707,14.374196006471664,25.025578487475336,2.7857989134956784
7.151946920081814,31.724272054514273,20.222582784744596,13.656755597376343,27.93990578728822,41.83776348664213
6.515834296014481,14.569277416504166,10.937038170552063,26.51421903121334,26.92248421060463,60.87871193961437
6.910674652620188,42.413547297249735,15.52339115641799,15.714151353217806,13.656267770784519,62.35825038027435
7.258543177137142,20.881059112596454,24.139529749114324,28.542475637288987,29.125837630267227,31.43264322589732
7.725987071573414,32.5204527549714,11.253792432437317,29.398530506903818,17.53352880858925,32.151258174915164
6.098280349602748,45.44300532733541,26.78676984712005,21.42520939874195,16.784813223476725,5.3878428105612155
7.998525997272607,36.733340023793374,10.076398453171663,12.860022453314528,11.248626545555606,46.9535517810125
7.5697509737272695,32.252395888950744,14.936477384038046,17.490964867591625,19.723473082097662,57.48815942609919
6.20439757987218,24.324682618384273,24.81808112304143,25.95464526696428,12.180272312818573,17.125853822329912
8.183946560266943,24.65407269621152,16.325402994586135,17.34781457394141,14.97079641854852,29.491061714335526
8.302181001329533,37.44050429753122,12.03784776132027,11.740344366055774,16.33885243534563,58.718753573568925
6.15269489963716,49.77729572640437,17.20467837600856,21.13569821856376,26.176526469833682,61.398432736360164
6.6921941203680095,37.149889214276385,15.40786572769051,26.902417029920695,27.50977300791793,17.022598618495817
8.015503199482653,33.19576986006095,26.854238043211097,25.918527742870047,16.049326349229393,38.5399444178955
7.870649225959146,39.764719389091354,16.26695835170286,13.502462802607065,27.173962424891478,13.474520544507895
6.461302548390943,29.67781326678129,25.778649435520144,23.455292288249332,27.14461874739582,7.131513489768958
6.5233733083417755,14.285409018829839,27.837442896214696,14.410085268712942,25.29301900769747,63.778435097437026
6.926180256978455,33.36727900336057,18.67634839153059,14.364150691043445,12.93390228030363,57.43552529624764
7.211307462977553,48.38976081120445,28.19886287708784,27.481435466103704,23.80645693801458,53.20244312622217
7.54563692882574,18.661511809591065,17.546361079263857,14.993379054804603,28.900481291611374,3.4136423169198293
6.922284098924431,38.2201858511853,29.281568329802163,15.264946930360225,23.65080957534314,59.061015489718024
7.15633679033287,19.635480169044147,11.78579049051146,10.013067815225991,16.63233698215668,30.66308531337686
7.868677345334391,32.361452009977086,23.740385330064854,27.413380682510354,20.011586348616625,23.967658630710176
6.091708007226495,15.673705086575346,19.876280809138574,25.851896264182695,22.914500867021072,38.253345271776354
6.631092360860052,29.114095577811035,17.752976109112943,22.54657870181356,20.21140817457007,6.394726990648908
7.783373964711381,40.73420649801935,22.65423757497202,25.005315278776845,12.399058834619396,52.96525845466792
8.238017094217998,25.20771792108132,24.077141832686625,13.040971348489837,16.24128089304041,40.770455382180714
7.279193605289166,37.26664553051428,10.08726539300618,19.16647189175151,26.04792061107265,13.061306781121726
7.330283713163289,42.22709851000971,13.339061774943975,17.02438774697562,27.228360921910348,13.176253983833192
6.26793002834944,47.2327571402192,24.260921012686374,11.87553052514033,12.746000654311405,12.897405610087196
7.118530917058637,20.916399110507236,23.327708271564127,19.72260970429848,29.04773504797449,3.9901671286353793
7.331543166137558,27.174004800753707,29.320950102573544,28.414793006852708,16.576452356972187,41.145891456017935
6.6061762590868245,17.791808506555864,25.22075580501566,10.80118238101389,23.2462747746144,58.82437243119557
6.673108077373453,49.714373082018255,29.01545415462676,15.829218269875877,25.036502919133625,1.224874979117202
6.943210407761557,47.22603678112322,24.05081003069614,14.15081872411407,26.238924692757667,3.4303251479891483
6.050177994444316,32.518370950661264,15.961044172788863,14.762933073313926,28.914994044518604,40.093919368086205
6.8051979139579455,43.997265186304006,12.107298445017129,28.168691037587507,16.258390960576452,57.36469797702366
6.528620017491361,31.796403136337602,25.636477266898712,19.361381084685803,27.17012909103109,22.87172233980435
6.818743380444786,35.696256144104865,22.882984429518316,19.325988258796375,12.63373806872414,24.473007916540553
6.299405329548128,15.38672842040863,10.963720247865925,25.211512849105645,24.100818127071854,41.744254824774316
8.226318201849738,40.7002759788787,17.201009318019565,13.089844080098516,24.839554590279718,19.19490223869029
7.483981133885122,16.853112378138924,29.135996309685723,19.745307082001016,23.55446482402641,1.8625856254378892
7.697755797861224,43.39056994959608,20.008022914204027,18.599704282421193,15.04629472270306,51.46599626711173
7.972928096518346,41.71706733147467,18.654582720394092,21.93821381093312,27.460862940304068,43.795493905901715
7.2461054973226435,38.9322985142331,19.153992103185878,29.99115406500877,13.3771692674079,40.652919933896136
6.217300720218559,13.37409445994096,14.177654480103275,25.38897788164094,11.072695830416617,51.91788902942762
7.342766354546369,23.518877525922488,17.374143417295905,17.957314060348544,24.349299812238243,47.26615862934263
7.467102795052198,21.99827765661203,17.396265119743532,26.55106104548094,19.509514304654672,14.41173917248248
7.8635986854608255,25.685183483917726,11.047100403749448,13.414167266249603,26.98196039917352,24.673673286034578
7.079148865574199,15.330424377025864,25.351352570358365,10.609273726179202,17.667942821165177,8.82770991750375
6.31895075698891,47.60439727518039,18.33008863807758,14.08896744928546,13.365571770154256,9.089990939251672
6.709439764496811,33.0444851470703,26.443597736328467,16.808231122285193,26.728843849397393,47.33370224495775
6.907705740996588,23.609923805004897,27.00696002239791,20.211615149191196,20.978192632801434,60.10200748877487
7.614793103329003,27.08529764882277,14.23988109397316,22.302582810823996,13.783915847807098,67.39128087027973
7.42694576167228,28.993696539183755,23.14706964340257,28.212114344288434,24.407679971728914,43.98429822846111
6.890241814744615,34.82258466770345,19.445636083259636,20.197080191009153,20.22227276979001,12.887092635266988
8.46628812198245,31.595818252466916,27.6031347584297,20.025512892514588,22.086259644806397,7.39552418142515
7.514437048392217,46.93689498214786,14.314813583529082,11.004860196459642,19.21796676413164,56.899568007573045
6.593066979339986,30.88461235042155,23.556264006200884,10.698231053124477,26.574179676360128,40.512953345199946
6.254456181551009,49.70200456328588,22.155042445054452,21.023199238327443,26.591254313660997,43.27995147096039
6.38214784796083,44.35414839431364,15.906029551436657,18.76357226496689,24.187776436487724,54.702346212829646
6.6148943209612705,19.92339954557876,12.732018073023452,26.783607899605972,12.108027547929245,49.229405941271615
6.40170343314889,47.36261815646882,23.032795209545533,13.213591694236904,26.777077238081375,58.41207769992677
6.4664175601282645,16.421923119648092,24.771949162646614,10.499433242340992,23.420259610658196,3.9349733821914934
6.712737921734618,43.06308892266528,16.312546875267,18.980775358602518,23.94048332008599,52.32644457225534
6.433433988236887,26.463685152110045,22.896652080446277,14.74957113504515,17.25965680807743,59.55969301254668
8.241913561566063,45.36302417691264,17.902618152230065,10.992287466776748,27.585591123140134,20.029452972082005
6.200584364154105,44.986154224083116,24.264137665652356,24.49196573695258,24.50743200469715,44.8313091795277
7.311278473925636,42.6251652044696,13.984305497881062,12.23185999914495,12.251809330583889,21.991344468588046
7.025992067474154,42.02115657966833,27.804300052723487,22.166390000155435,18.155560688123252,67.05797465377178
8.455946542271516,23.577807285725548,15.748191929311595,15.620995003337782,27.727607239202833,2.3396500704852627
6.280097255420131,15.074932755947582,17.355719755123058,13.46992100710044,10.94393403394758,40.58549906830685
6.994638997614354,27.313246793076136,11.161839041606996,17.595030458386347,29.22833239284099,11.655248293466055
8.423676083188422,18.59393156948733,12.230244246425528,26.028915524459073,23.583251366391256,49.855414362401106
8.16376781473495,38.40814137829355,20.317238054246562,17.841871538091453,22.627519552867533,12.312319839306346
8.0426801773732,25.15178960843585,15.35185353455943,25.015392984221116,15.411185129759827,16.47682833288503
6.64475706761235,49.07318763267676,26.70960451484389,12.509725935983013,14.97583577478354,34.60595677320307
6.427218968475165,36.356938939122614,10.293867773099077,25.45542839330158,28.841164389771908,64.03844649978147
7.671608049811077,43.25426141810571,17.58188097343872,14.738666498132973,15.965449084682454,14.820006050357959
8.323439972818964,17.03593756419024,16.746910935381855,23.547862597777456,25.510105934379986,10.096801478267247
7.391907232534825,44.75655032635966,10.38655261835202,21.315631096819928,17.862435964141582,53.12837822978214
7.42903172367475,47.06477323950899,12.487367980010205,28.582894344233747,12.78508141569408,35.04336726337517
6.699947734150711,30.508352915119563,18.272853498372704,17.74645035950628,10.214305953907179,63.824957866724
7.923732332979842,35.03761163453714,19.857291688948933,11.323303776688808,20.885146740305018,10.26301900118896
6.4676093713938085,41.06277243431383,18.085794945097383,10.383109711025059,29.515576370978653,45.21495251161275
6.809198091010609,18.643867835895676,20.61875356824188,26.53717121945506,17.382723876184087,16.301540230627054
7.0635910965410424,31.09751090561081,21.90263349811363,20.494712753228644,17.143846679860896,10.973230005614752
7.269025946711137,27.149195055347896,10.198476422556713,25.504881036698986,16.88183235698884,47.84005906100894
6.606024331037701,17.562211702165467,19.28190318907008,14.688512000230293,20.410876746097166,41.557923393611325
6.287092061848009,25.966308047078194,29.269984817751766,16.901674910264674,18.813297668485873,52.83792208536319
7.526550106104081,14.590547756648755,20.380645602590974,10.602077444226378,27.59829253454029,21.662380351232766
6.72157638310064,12.980852464080506,23.550845349179063,29.229846491482242,20.110415834469805,31.358015946753294
7.453095553556531,17.136318987883264,16.237277158337662,23.357358134016266,20.155156763771377,28.383017343129293
6.385906788185506,48.59837424038861,25.479827563055252,28.664101755186124,12.767431894411132,68.88626247765599
7.202850254637044,32.88212236401064,25.4584296375223,15.309928148581447,29.65479081820772,20.45742697175715
7.331473581378964,48.70124212382236,20.42592095308278,22.229272224513217,14.999457817376594,20.637206684273682
6.129558842056067,28.434919376545015,29.52027646558427,23.569999365852755,11.467281349192053,24.818374618002515
6.841510695484802,23.849013057239866,12.511004295253068,16.35099400515177,23.262924979504177,39.5215856903225
6.336036692347435,31.233390787929274,10.338953297791619,26.9621847003126,21.90732740313745,17.662592098462166
6.158437426181919,28.701444168050585,25.40316423514192,28.943229258004955,18.302913079854914,64.07029582654917
8.474900580974863,16.01525800194627,26.14311074729765,27.697102353920087,18.443844677613562,18.597989540638444
6.805884612436808,36.35139995822784,12.404144582411526,24.78133951878745,25.701278420928624,62.707101209213626
8.024686114636587,20.209450935364785,15.311656659172122,15.54929359449908,13.914252801992982,7.243254455260926
6.636601636909409,35.544342286117526,10.351047267332579,15.632320842112634,26.405066378897793,45.95938916797566
7.703756805559824,36.70764151112983,15.866172215611293,29.267206408920757,22.97494227790036,63.48898629067706
7.900569649724217,17.77694441888863,25.46283747837343,10.20568991871384,18.37939547559049,11.812460687876067
7.48909685151961,14.33128583020539,20.35921055425158,24.32099946484289,19.160572331677372,67.78288720694785
7.178940471375396,41.668940270600714,16.961911863365764,24.124923251105244,15.132944143721916,31.70183522908582
7.029602285368171,29.472416103234167,17.434785898126606,22.453790818995948,25.042286653939495,66.20005759087171
6.872170666357488,14.21022422920808,10.027072514309364,29.802176921737317,20.257494846105356,47.37740305410329
8.323822860619565,49.80492005245115,15.996010551304717,16.237588715274505,16.41709085499687,21.111080891148607
8.076548519469323,14.195661317861932,22.929174832758612,16.799437275864964,21.921002315219006,13.18117674419745
8.412567276666282,38.41133869662502,29.483888876327143,11.57878805893111,29.91468904102646,21.261453235756957
6.310743058713862,49.37979916000972,26.94121653967799,18.85596273087475,18.705245593131075,6.511218648387249
7.8271686880091105,21.088843960205175,10.471899292910582,15.220970524696963,28.413828015572392,10.070757644033083
8.345851142052595,17.405476010113453,27.97121209349679,16.867734043552886,16.900336798491324,7.32623082425368
6.453082665414151,16.6126276980523,25.66396826597252,26.691435805112555,11.094654138499717,29.606048061909043
6.166240668416943,23.524455607568633,25.607522471419607,28.709690270549913,14.084842127368578,55.69048633803105
7.852801623225147,15.839740818404575,19.15991518007143,13.714661440103713,18.373902866553685,9.896848795143814
7.43618278294978,38.302130984377015,17.960105859090056,17.450178631069317,14.39269857189138,9.122430322063511
8.10457194189568,14.367088328942383,16.058314576663854,28.572611242307882,10.00454076436511,45.040026466213156
6.349430941565724,31.358040869692008,11.313897179087316,11.236169213784454,28.300030754950544,13.80280873776464
7.9881682796497255,49.874480446413116,14.564707269873981,11.84721056222757,26.87758822461858,6.8327026676294125
6.5040683001193615,42.93087024122872,14.932072699560493,13.255819784124586,24.84584462973894,11.679400474390434
6.409139857164261,35.37833865277841,19.681541394204032,21.904256682537493,13.356291912920572,64.66119771137433
6.410664494827483,23.63763758989124,24.948888131933877,13.009445420119949,12.407271524199722,57.502987694333356
8.036436800578455,35.708041779082265,19.476196567958933,29.36152762901467,11.352094989447663,24.784519364856585
7.6629930517405,32.027575628642765,11.156888988943212,18.934290545170406,24.480583775458424,45.907453712917494
7.307663561922798,28.191168587834117,29.15579601976408,20.03035920700333,28.576159213757705,37.609297156762665
6.897076210308756,16.96699431612758,28.854486381882246,14.93317231610813,18.61071641826074,47.39869844377947
8.19300135203277,45.69096017913773,25.70379086296817,19.41920504869467,12.382813439920962,47.786980672393156
6.981112768556589,29.091816655210256,29.82655803128441,23.23827265274023,20.24785641464213,44.011381054199504
8.041498598678942,19.39565544918907,20.889646656005258,25.023542739080856,16.9766381491726,18.627095797611602
7.097837271425546,25.974855333337004,29.255367005064123,25.07736165419826,17.496498486999954,2.730449453397269
6.942361073562269,27.736930596099228,11.512100812335015,21.557822253881767,22.426612483114145,31.889674739307615
7.156699464174016,43.44644003154122,17.313614965227426,28.087195499877144,24.374362265244045,62.36817192834927
6.753444685410355,39.877346461333275,14.507625360135316,26.348156946122188,12.212071977463218,39.864808096300315
7.869023450440627,41.23358595837091,13.916661682685401,25.140962293972507,10.711804616129527,58.26737291913356
7.256800975231198,12.419188048288595,12.816058977853523,11.112110433609212,29.886606053714296,69.41370400728597
6.580531737867044,27.813851930830936,22.448272831319933,10.137559244392985,14.654566978311037,11.453134289679339
8.24893643318642,30.291077762142297,25.6264371149461,14.248945543909459,11.076610498169181,48.42443473993876
6.959728053433029,12.729306519276154,21.565967988407213,23.270471878269046,13.7975065819184,47.20055015900172
7.358882152784972,21.8729019323113,12.939254191764194,18.223949777650915,10.779156926969284,68.59688131507949
8.266180277411367,40.891013278641125,26.222475398669417,18.048125185986237,17.836217892343434,68.99205137669603
7.56059498978498,17.210168817701962,22.719094143274567,27.691737764592276,26.048035689026484,48.067502820689064
6.29224510177091,32.34178499519848,17.76331412253991,27.911256962636774,16.82488899515441,17.0530354387536
8.349580309033687,20.177671136655025,23.48260591072126,28.183505281071714,18.88366813756733,55.89890866914193
7.569270132678545,12.460589436467945,15.198099584856656,16.277561530300545,23.511735471348775,7.492039394772667
6.837264036642715,21.165655388782575,16.90384416988421,23.821116254785235,20.177881401397606,54.64895129201401
6.348180181658468,49.08320268658204,28.349716862639806,15.432663625487393,27.228913720426483,63.71372869012875
7.98506297317574,42.4584102515536,15.810090113428409,13.812196661488995,27.32071350091513,26.798337633790467
7.550181889821284,48.46391248419927,19.399765363158732,13.692649146947385,10.198213909823073,44.144470648815634
7.333652729940804,30.538453669201772,27.802822747920292,16.84215241727188,25.560926129663983,30.10999124677784
8.234731457627394,16.169975549745132,24.15442700535055,18.599152395596434,19.214672004833478,30.643553849168992
7.971493028061326,32.82246058100033,11.244064523294055,26.61898342110137,29.776810826073262,21.725962237568403
6.379187199331878,29.266338713278515,12.946060885579406,12.397821869454242,19.664641517508702,53.349073431522726
6.779305169488871,44.085569144105406,10.156831815438336,24.698516947897886,29.737918907765952,65.53235949165537
6.6212228495361645,15.727138069801295,22.618435804583267,20.629098283786107,25.091387224114733,65.85256014641227
7.859865731431692,30.55316320682757,18.953468508208367,15.75890685351985,14.972097692266127,12.234689941245367
6.0838310868394485,17.701849258371404,12.68549701804551,19.856391690656494,20.76789958573915,61.23205547595962
7.424724212178291,24.337685221822277,29.15868242113541,15.998841395540452,29.842712789571657,51.62020089989855
7.906146714351726,40.01956894073639,20.593194478912398,21.921639104766122,27.150612155038473,17.69861804832025
8.191914091904373,30.08868891601313,14.837865882257784,18.676878457104884,11.947337875824422,4.709922904506019
6.855204371789768,26.283754835539234,20.01207142309415,13.288110581577575,24.12743993619992,18.759808681906456
8.053143261680033,26.990098585661343,23.592406654702156,12.331661491113934,16.91159171741626,63.8545765747068
6.276579342388018,29.458977199427494,11.52478435947129,20.9339136414426,10.139645237606963,44.32250724270406
8.116130729336295,41.83062866580816,15.49407630095784,28.04826066572207,18.06961938053999,50.47382626285103
6.318721655829956,45.899218179728905,26.139309817679873,16.87915373115371,14.695088434499425,18.00066457763671
6.993218226400918,48.30271808714927,19.193297408053226,24.660002144452463,26.37738541040943,50.35717089023742
7.993238414448884,41.90232867770121,20.931542840645896,23.173227098795337,16.74661217691531,1.968505439454663
6.374793568371935,23.985462038424483,18.656320044189385,28.63109828618962,26.550473879076343,26.272494204110966
6.573128488081604,38.149118831288604,10.877998852860102,26.419620345982818,10.011958776695906,43.872734397963185
7.805631420982666,28.62891871410489,13.314995596403119,21.33210517810926,16.156383000522382,10.226759587892415
7.800091341365186,21.677483637749944,18.910832774837818,23.140609964682145,14.823304286155238,57.61025021128543
7.602869082213243,43.95312001818506,14.183709308158557,27.967729331680697,14.67134722137222,16.452190916834304
7.734871111167751,13.46020126056835,10.999580573193574,17.990375691738695,11.363732395309254,45.65967789729124
7.356811108368991,46.266955701146095,26.872993281036475,16.535894117155546,13.742485408210035,28.36379998027308
6.629497647267382,29.5361436557399,29.623850583282316,10.216221672703927,21.110991397712397,41.7230516834353
6.8642399837597985,36.21365611871465,25.86285747993479,26.531021483829285,15.82722145675489,7.521538684023569
6.453994292003564,37.05544904381974,27.07569843409334,26.019614008067297,18.34789564658296,1.1838959945125127
8.27112640333407,46.014474146848386,14.839542606340908,12.089090362003027,17.537337606943773,63.66950991662108
7.4584794869153015,36.19344792235388,29.212539510263994,21.537147622654004,27.51809849999789,18.874100613702794
7.0021285419091,35.32947622088235,13.938514089068567,19.279633963337748,28.10597998021031,57.377390194632135
